SMILE A,SMILE B,SMILE C,SMILE D,SMILE E,Young's Modulus (kPa) log10,À´Ô´
FC(F)([*])C([H])([*])[H],OP(O)(O)=O,O=[Al]O[Al]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O,,,6.3979400086720375,10.1016_j.polymdegradstab.2019.109058_part_1.txt_¶Î1_Material1
[*]C(CCCCCO[*])=O,COC1=CC(/C=C/C=O)=CC(OC2=CC(C(C(OC3=CC=C(C=C3OC)C(C(CO)=O)O)CO)O)=CC=C2OC4=CC(C(C(COC5=CC=C(C=C5)C(C(CO)=O)O)=O)O)=CC=C4O)=C1,O=P([O-])([O-])[O-].[Ca+2].[Ca+2].[OH-],,,4.7447622370655775,10.1021_acs.biomac.9b00451_part_4.txt_¶Î1_Material3
[*]C(C)C[*],[*]C(CCCCC(OCCCCO[*])=O)=O,,,,5.599883072073688,10.1016_j.polymer.2020.122758_part_5.txt_¶Î1_Material4
O=C([*])CCCCCN[*],O=[Ti]=O,[*]CC(CC=CCC([*])C1=CC=CC=C1)C#N,,,6.214843848047698,10.3390_ma12233955_part_2.txt_¶Î1_Material1
[*]C(C)C[*],O=C([*])CCCCCN[*],O=[Si]=O,,,6.093421685162235,10.1088_1757-899x_342_1_012102_part_1.txt_¶Î1_Material4
C/C(C[*])=C/C[*],O=[Si]=O,,,,3.4955443375464483,10.1016_j.polymertesting.2019.106302_part_4.txt_¶Î1_Material1
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,[*]C(C)C[*],O=[Mg].O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Mg].O=[Mg].O,,,4.184123354239671,10.1177_0095244312458602_part_4.txt_¶Î1_Material1
[*]OC(CC(OC(CC([*])=O)CC)=O)C,[*]C(CCCCC(OCCCCO[*])=O)=O,O=C([*])C(C)O[*],,,6.531478917042255,10.1002_app.46153_part_1.txt_¶Î1_Material4
[*]NCCCCCCCCCCCC([*])=O,O=[Al]O[Al]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O,,,,6.271841606536499,10.1108_13552541111098608_part_2.txt_¶Î1_Material2
[*]C(CCCCCO[*])=O,[*]NC(C)C(N1CCCC1C([*])=O)=O,[O-][Si]([O-])([O-])O[Si]([O-])([O-])[O-].[Ca+2],,,4.361727836017593,10.1007_s10934-015-9998-5_part_2.txt_¶Î1_Material1
[*]NCCCCCCCCCCCC([*])=O,[*]C([H])([H])C(O)([H])[*],NC1=NC2=C(N=CN2C2O[C@H](COP(=O)(O)OP(=O)(O)O)[C@H](O)[C@@H]2O)C(=O)N1,,,6.20682587603185,10.1016_j.addma.2020.101363_part_2.txt_¶Î1_Material1
OP(O)(O)=O,OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,O=[Si]=O,,,6.233757362965511,10.1002_masy.201400080_part_2.txt_¶Î1_Material2
[*]NCC(NC(C(ONCC(NC(C(NCC(NC(C([*])=O)C)=O)=O)C)=O)=O)CO)=O,O=C(C1=CC=C(C=C1)C([*])=O)NC2=CC=C(C=C2)N[*],,,,6.795880017344075,10.1021_acsnano.7b03119_part_1.txt_¶Î1_Material1
O=S(C(C=C1)=CC=C1OC(C=C2)=CC=C2C(C)(C)C(C=C3)=CC=C3O[*])(C4=CC=C([*])C=C4)=O,[*]CC([*])N1CCCC1=O,[Ag+],,,4.657820456015697,10.1007_s00289-019-02735-w_part_3.txt_¶Î1_Material1
[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,OC(CO)CO,[*]C([H])([H])C(O)([H])[*],,,3.7234556720351857,10.3390_polym13040592_part_2.txt_¶Î1_Material4
[*]N1C(C2=CC3=C(C=C2C1=O)C(N(C3=O)C4=CC=C(C=C4)OC5=CC=C(C=C5)[*])=O)=O,OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,O=[Fe]O[Fe]=O,,,6.294686624279443,10.1002_app.49222_part_1.txt_¶Î1_Material1
[*]C(NC1=C(C)C(NC(OCCO[*])=O)=CC=C1)=O,[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,,,,5.32221929473392,10.1016_j.foodhyd.2020.105837_part_1.txt_¶Î1_Material1
[*]NC(C1=CC=C2C(C(N(C2=O)C3=CC=C(C=C3)CC4=CC=C([*])C=C4)=O)=C1)=O,C12=CC3=CC4=CC=CN=C4N=C3N=C1N=C5N=C6N=CC=CC6=CC5=C2,OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,,,6.079181246047625,10.1016_j.compositesb.2019.107495_part_4.txt_¶Î1_Material2
[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,[*]O[C@@]([H])(C)C(O[C@](C)([H])C([*])=O)=O,[*]CCC(CCCCCC)C[*],,,6.062205808819713,10.1007_s12221-017-1175-9_part_2.txt_¶Î1_Material1
O=C([*])C(C)O[*],[*]CC[*],O=[Ti]=O,,,5.972202838379064,10.1002_pen.25124_part_3.txt_¶Î1_Material2
[*]C/C=C/C[*],C=C,,,,3.6989700043360174,10.1016_j.polymer.2021.123408_part_2.txt_¶Î1_Material2
O=C([*])CCCCC(NCCCCN[*])=O,O=[Fe]O[Fe]=O,,,,6.474216264076255,10.1016_j.wear.2012.11.035_part_1.txt_¶Î1_Material1
O=C(C(C[*])[*])N,OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,,,,1.390935107103379,10.1002_mame.201800322_part_1.txt_¶Î1_Material1
O=C([*])CCCCCN[*],[Ag+],,,,6.568201724066995,10.1177_1475921719869986_part_2.txt_¶Î1_Material1
[*]CC(OC(O[*])=O)C,O=[Al]O[Al]=O.O=[Si]=O.O=[Si]=O.O.O,,,,6.092720644684099,10.1002_pc.25809_part_3.txt_¶Î1_Material2
OP(O)(O)=O,[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)O[*])CO)CO,,,,6.176091259055681,10.1002_app.39281_part_2.txt_¶Î1_Material3
[*]CCCC([*])OC(C)=O,[*]CC[*],,,,5.17897694729317,10.1016_j.polymertesting.2017.08.028_part_3.txt_¶Î1_Material1
[*]OC1C(O)C(O)C(OC2C(CO)OC([*])C(O)C2O)OC1CO,O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],,,,7.176091259055681,10.1016_j.wasman.2019.07.040_part_1.txt_¶Î1_Material1
O=C([*])CCCCCCCCCCC(NCCCCCCCCCCN[*])=O,C=C([CH3])C(=O)OC([CH3])[CH3],,,,7.143014800254095,10.1016_j.polymertesting.2021.107133_part_3.txt_¶Î1_Material2
[*]CC([*])N1CCCC1=O,[*]OCC[*],O=C(OOC(=O)C1=CC=CC=C1)C1=CC=CC=C1,,,5.061113053917979,10.1007_s13233-018-6031-2_part_1.txt_¶Î1_Material3
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],,,,6.954242509439325,10.1007_s10570-018-2044-4_part_2.txt_¶Î1_Material1
FC(F)([*])C([H])([*])[H],[*]CC(CC=CCC([*])C1=CC=CC=C1)C#N,,,,6.19228861256812,10.1016_j.polymer.2017.09.019_part_4.txt_¶Î1_Material3
O=C([*])CCCCCO[*],,,,,3.724275869600789,10.1007_s13233-011-0815-y_part_1.txt_¶Î1_Material1
[*]C1C(OC(C(O)C1O)OC2C(O)C(O)C(OC2C(O[Na])=O)O[*])C(O[Na])=O,[Zn]=O,,,,6.778151250383644,10.1007_s10570-017-1480-x_part_1.txt_¶Î1_Material1
[*]C/C=C/CCC(C/C=C\C[*])C=C,CC1(CC(CC(C)(C1)C)N=C=O)CN=C=O,[*]C1=C(C=CN2)C2=C([*])C(O)=C1O,,,5.477121254719663,10.1016_j.eurpolymj.2021.110751_part_2.txt_¶Î1_Material1
O=C(CCCCC(N(CCCCCCN([*])[H])[H])=O)[*],O=[Ti]=O,,,,6.172894697752176,10.1002_pat.4201_part_1.txt_¶Î1_Material1
[*]CC[*],C/C(C[*])=C/C[*],[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)O[*])CO)CO,,,6,10.1002_vnl.20289_part_1.txt_¶Î1_Material1
O=C([*])CCCCCN[*],[*]CC(CC=CCC([*])C1=CC=CC=C1)C#N,O=[Al]O[Al]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O,,,6.623249290397901,10.1002_pen.23152_part_2.txt_¶Î1_Material2
OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,OC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O,,,,6.505149978319906,10.1016_j.carbpol.2016.06.022_part_3.txt_¶Î1_Material1
[*]C(CCCCCO[*])=O,[Ag],[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,,,4,10.1088_1758-5090_aaf707_part_6.txt_¶Î1_Material1
O=C([*])CCCCCN[*],[*]C(C)C[*],O=[Si]=O,,,6.264817823009537,10.1088_1757-899x_319_1_012045_part_1.txt_¶Î1_Material4
[*]C(NC1=C(C)C(NC(OCCO[*])=O)=CC=C1)=O,[*]OC1C(C(O)=O)OC(OC2C(NC(C)=O)C([*])OC(CO)C2O)C(O)C1O,,,,4.895201474778894,10.1080_25740881.2020.1757105_part_3.txt_¶Î1_Material2
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,[*]CC(C#N)[*],,,,4.477121254719663,10.1007_s00289-019-02796-x_part_2.txt_¶Î1_Material1
[*]C(CCCCCO[*])=O,C1C=CC=CC=C1,O=C(C1=COC(C2C(CO)=CCC12)O)OC,,,4.698970004336019,10.1002_pi.4430_part_1.txt_¶Î1_Material2
[*]C(CCCCCO[*])=O,[*]OCC[*],[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,,,4.568201724066995,10.2147_ijn.s175619_part_1.txt_¶Î1_Material1
[*]C/C=C/CCC(C=C)CC([*])C1=CC=CC=C1,[Fe+3],,,,3.952308009662125,10.1021_acssuschemeng.1c02581_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],COC1=CC(/C=C/C=O)=CC(OC2=CC(C(C(OC3=CC=C(C=C3OC)C(C(CO)=O)O)CO)O)=CC=C2OC4=CC(C(C(COC5=CC=C(C=C5)C(C(CO)=O)O)=O)O)=CC=C4O)=C1,,,,6.569373909615046,10.1002_slct.201600633_part_1.txt_¶Î1_Material1
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,O=P([O-])([O-])[O-].[Ca+2].[Ca+2].[OH-],,,,7.176091259055681,10.1007_s10570-015-0802-0_part_4.txt_¶Î1_Material1
O=C([*])C(C)O[*],[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)O[*])CO)CO,[*]C(CCCCCO[*])=O,,,6.284656282788515,10.1002_mame.201400332_part_1.txt_¶Î1_Material1
[*]C/C=C/CCC(C/C=C\C[*])C=C,CC1=CC=C(C=C1N=C=O)N=C=O,CC1(CC(CC(C)(C1)C)N=C=O)CN=C=O,,,4.176091259055681,10.1016_j.jiec.2014.09.025_part_2.txt_¶Î1_Material1
O=C([*])C(C)O[*],[*]OC(CC(OC(CC([*])=O)CC)=O)C,O=[Ti]=O,,,6.057285644418215,10.3144_expresspolymlett.2019.16_part_3.txt_¶Î1_Material1
O=C(O)C([*])C[*],[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,,,,6.2552725051033065,10.1108_mmms-04-2017-0019_part_1.txt_¶Î1_Material2
O=C([*])C(C)O[*],[*]C(CCCCCO[*])=O,OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,,,6.2901459546478105,10.1002_app.45373_part_2.txt_¶Î1_Material3
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]C([H])([H])C(O)([H])[*],[*]NC(C)C(N1CCCC1C([*])=O)=O,,,5.615539749308947,10.1007_s12221-021-2344-4_part_2.txt_¶Î1_Material2
CC(COC(C(CC(C(C(C(OC(C)C)=O)C1=CC=CC=C1)C(OCC(OC(C2=CC=CC=C2C(O)=O)=O)C)=O)C3=CC=CC=C3)C(C(OC(C)C[*])=O)C4=CC=CC=C4)=O)OC(C5=CC=CC=C5C(O[*])=O)=O,C=C([CH3])C(=O)O[CH3],,,,6.531478917042255,10.1016_j.polymer.2015.07.016_part_1.txt_¶Î1_Material3
[*]CCCC([*])OC(C)=O,[*]CCCC([*])OC(C)=O,,,,4.41161970596323,10.3390_polym11061055_part_3.txt_¶Î1_Material1
[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,,,5.401055725771844,10.1016_j.carbpol.2017.09.046_part_2.txt_¶Î1_Material2
[*]C(CCCCCO[*])=O,O=C(CC(/C=C/C1=CC=C(C(OC)=C1)O)=O)/C=C/C2=CC=C(O)C(OC)=C2,,,,5.351989455435632,10.1016_j.msec.2017.02.087_part_4.txt_¶Î1_Material1
[*]C(C)C[*],[*]CC[*],[*]CC[*],,,6.977723605288848,10.1108_02630801011089155_part_1.txt_¶Î1_Material1
[*]C(CCCCCO[*])=O,[*]CC([*])N1CCCC1=O,,,,5.68930885912362,10.1016_j.polymer.2011.06.039_part_1.txt_¶Î1_Material4
O=C(O[Na])COCC(OC(C(C1O)O)[*])C1OC(C(C(C2O[*])O)O)OC2COCC(O[Na])=O,[*]CC(C#N)[*],,,,6.913813852383717,10.1007_s10965-018-1659-3_part_2.txt_¶Î1_Material1
[*]OC1=C(C([*])=CC=C1C)C,O=C(CCCCC(N(CCCCCCN([*])[H])[H])=O)[*],O=[Al]O[Al]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O,,,5.655906418180215,10.1155_2016_9104395_part_2.txt_¶Î1_Material1
OCC1OC(OC2C(O)C(O)C(O[*])OC2CO)C(O)C(O)C1[*],OCC(O)CO,,,,5.385606273598312,10.3390_polym12112554_part_3.txt_¶Î1_Material1
OP(O)(O)=O,[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,,,,5.047274867384179,10.1002_app.48881_part_2.txt_¶Î1_Material1
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[H][O-],CCO,,,6.568201724066995,10.1002_adma.202000682_part_2.txt_¶Î1_Material1
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]NC(C(O)=O)CCC([*])=O,,,,6.14705767102836,10.3390_polym13030452_part_3.txt_¶Î1_Material1
O=C(O[*])CCCCCCCCCCN[*],O=C(CCCCC(NCCCCCCCCCCN[*])=O)[*],,,,6.113943352306837,10.1016_j.polymer.2013.10.013_part_2.txt_¶Î1_Material1
O=C([*])CCCCCN[*],O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],,,,6.3979400086720375,10.1016_j.polymdegradstab.2014.12.021_part_1.txt_¶Î1_Material3
O=C([*])CCCCC(NCCCCN[*])=O,[*]C(F)(C(F)([*])F)F,,,,6.6349808000512285,10.4028_www.scientific.net_kem.728.264_part_1.txt_¶Î1_Material3
[*]C(F)(C(F)([*])F)F,O=C([*])CCCCCN[*],,,,6.4623979978989565,10.1177_0892705713484742_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],[*]O[C@H](C)CC([*])=O,OP(O)(O)=O,,,6.259115844185066,10.1007_s00289-018-2475-y_part_2.txt_¶Î1_Material1
[*]C(CCCCCO[*])=O,O=C(O)C([*])C[*],,,,6.079181246047625,10.1016_j.xphs.2018.01.014_part_5.txt_¶Î1_Material1
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,C[Si](C)(C[*])O[*],[*]CCCC([*])C(OC)=O,,,3.544068044350276,10.1002_app.45164_part_1.txt_¶Î1_Material1
[*]C(C)C[*],C12=CC3=CC4=CC=CN=C4N=C3N=C1N=C5N=C6N=CC=CC6=CC5=C2,C=CCN1C(=O)N(CC=C)C(=O)N(CC=C)C1=O,,,7.217483944213907,10.1016_j.polymdegradstab.2020.109301_part_2.txt_¶Î1_Material2
[*]O[C@H](C)CC([*])=O,OP(O)(O)=O,[*]OCCCCOC(CCC([*])=O)=O,,,6.008600171761918,10.1002_vnl.21828_part_4.txt_¶Î1_Material4
O=C([*])C(C)O[*],[*]NC(C(O)=O)CCC([*])=O,,,,6.278753600952829,10.1039_d0gc01394c_part_3.txt_¶Î1_Material2
O=C([*])C(C)O[*],[*]OCC[*],O=[Mg].O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Mg].O=[Mg].O,,,6,10.1007_s10973-015-4997-y_part_2.txt_¶Î1_Material1
[*]C(C)C[*],[*]C1=CC=C([*])N1,[*]C(C)C[*],,,4.963787827345556,10.1080_03602559.2014.909472_part_2.txt_¶Î1_Material1
[*]CC(C#N)[*],[Fe]12O[Fe]O[Fe](O2)O1,,,,7.204119982655925,10.1016_j.polymer.2014.06.028_part_1.txt_¶Î1_Material1
[*]CC[*],O=C(OC1=CC=C(C(CC(C)(C)C)(C)C)C=C1)C1=CC=CC=C1O,,,,6.929418925714293,10.1155_2016_7457506_part_2.txt_¶Î1_Material1
FC(F)([*])C([H])([*])[H],C=C([CH3])C(=O)O[CH3],O=[Ti]=O,,,6.361727836017593,10.1002_app.40454_part_1.txt_¶Î1_Material1
C[Si](C)(C[*])O[*],[*]C(NC1=C(C)C(NC(OCCO[*])=O)=CC=C1)=O,O=[Ti]=O,,,3.1760912590556813,10.3390_polym13142242_part_2.txt_¶Î1_Material1
FC(F)([*])C([H])([*])[H],[*]C(CCCCCO[*])=O,,,,4.8309733973226505,10.1016_j.nanoen.2019.104411_part_7.txt_¶Î1_Material1
O=C(O[Na])COCC(OC(C(C1O)O)[*])C1OC(C(C(C2O[*])O)O)OC2COCC(O[Na])=O,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,,,5.959041392321094,10.1007_s10570-021-03838-2_part_2.txt_¶Î1_Material1
[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,[*]C(C=C1)=CC=C1S[*],,,,6.505149978319906,10.1002_pol.20190192_part_2.txt_¶Î1_Material1
[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,O=[Ti]=O,,,,6.361727836017593,10.1016_j.compositesb.2018.12.045_part_2.txt_¶Î1_Material2
[*]CC(CC=CCC([*])C1=CC=CC=C1)C#N,O=[Si]=O,,,,6.21192108430851,10.1007_s13726-021-00962-5_part_2.txt_¶Î1_Material1
O=C([*])C(C)O[*],O=C([*])C(C)O[*],OC(C(C)(CC(C1=CC=CC=C1)[*])CC(C[*])(C(OCC2CO2)=O)C)=O,,,6.60422605308447,10.1002_app.49720_part_1.txt_¶Î1_Material1
[*]CC(OC(O[*])=O)C,O=[Si]=O,,,,6.105169427999332,10.1002_pc.25809_part_3.txt_¶Î1_Material1
[*]CCC(CCCCCC)C[*],C[N+](CCO)(CCO)[3H],,,,6.300943128080553,10.1007_s13726-015-0391-7_part_2.txt_¶Î1_Material1
O=C(C(C[*])[*])N,[Fe+3],,,,1.8976270912904407,10.1007_s10570-020-03463-5_part_3.txt_¶Î1_Material1
[*]NCC(NC(C(ONCC(NC(C(NCC(NC(C([*])=O)C)=O)=O)C)=O)=O)CO)=O,O=[Ti]=O,,,,4.357363030615143,10.3390_catal10010110_part_2.txt_¶Î1_Material2
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],O=C(C1=CC=C2C=C(C=CC2=C1)C([*])=O)OCCO[*],O=C=O,,,6.301029995663981,10.3390_en14040957_part_2.txt_¶Î1_Material1
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,O=S([CH3])[CH3],,,,6.491361693834273,10.1007_s10570-017-1639-5_part_1.txt_¶Î1_Material1
[*]CCC1C([*])C2CCC1C2,C12=CC3=CC4=CC=CN=C4N=C3N=C1N=C5N=C6N=CC=CC6=CC5=C2,,,,6.447158031342219,10.1016_j.compositesb.2014.05.010_part_2.txt_¶Î1_Material2
[*]CC[*],[Fe],C[Si](O[*])(C)[*],,,6,10.1088_0957-0233_23_6_065604_part_2.txt_¶Î1_Material1
OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,[*]NCC(NC(C(ONCC(NC(C(NCC(NC(C([*])=O)C)=O)=O)C)=O)=O)CO)=O,,,,5.477121254719663,10.1016_j.jphotobiol.2014.08.017_part_1.txt_¶Î1_Material1
C/C(C[*])=C/C[*],[*]CCCC(C1C([*])C2CC1C/C2=C/C)C,[C],,,3.544068044350276,10.1016_j.polymertesting.2012.11.003_part_2.txt_¶Î1_Material1
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,,,,6.113943352306837,10.1007_s10853-013-7803-x_part_2.txt_¶Î1_Material1
[*]C/C=C/CCC(C=C)CC([*])C1=CC=CC=C1,C/C(C[*])=C/C[*],O=[Si]=O,,,4.123851640967086,10.1016_j.compscitech.2018.02.025_part_4.txt_¶Î1_Material2
[*]C([H])([H])C(O)([H])[*],[*]CC([*])N1CCCC1=O,O=[Ti]=O,,,6.041009547434076,10.1007_s10965-019-1762-0_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],[*]OC1C(O)C(O)C(OC2C(CO)OC([*])C(O)C2O)OC1CO,,,,6.69284691927723,10.1142_s0217979218400842_part_1.txt_¶Î1_Material3
O=C(O[*])CCCCCCCCCCN[*],[*]NCCCCCCCCCCCC([*])=O,,,,6.187520720836463,10.1177_0021998310369580_part_2.txt_¶Î1_Material1
O=C([*])C(C)O[*],C=CC1=CC=CC=C1,,,,6.574115802159112,10.3390_polym11010048_part_3.txt_¶Î1_Material3
[*]CCCC([*])OC(C)=O,O=[Ti]=O,,,,4.755874855672492,10.1002_vnl.21735_part_2.txt_¶Î1_Material1
[*]CC([*])Cl,[*]C(CCCCCO[*])=O,O=[Ti]=O,,,6.041392685158225,10.1021_acs.macromol.8b02146_part_2.txt_¶Î1_Material2
[*]CC([*])Cl,[*]C(CCCCCO[*])=O,,,,6.079181246047625,10.1021_acs.macromol.8b02146_part_2.txt_¶Î1_Material1
O=C(CCCCC(N(CCCCCCN([*])[H])[H])=O)[*],[*]CC[*],,,,6.281033367247727,10.1016_j.matpr.2020.04.463_part_2.txt_¶Î1_Material1
[*]C(C(OC(CO[*])=O)C)=O,[*]C(OCCCO[*])=O,,,,6.045322978786658,10.1007_s00396-019-04595-2_part_2.txt_¶Î1_Material1
[*]NCC(NC(C(ONCC(NC(C(NCC(NC(C([*])=O)C)=O)=O)C)=O)=O)CO)=O,CN(C)CCN(C)C,,,,4.819543935541868,10.1021_acsbiomaterials.0c00752_part_2.txt_¶Î1_Material1
[*]CC[*],O=[Mg].O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Mg].O=[Mg].O,[C],,,6.214499453710881,10.1002_app.38945_part_1.txt_¶Î1_Material1
[*]CC([*])Cl,[*]C([H])([H])C(O)([H])[*],,,,6.544068044350276,10.1016_j.coco.2016.06.001_part_1.txt_¶Î1_Material1
[*]NCC(NC(C(ONCC(NC(C(NCC(NC(C([*])=O)C)=O)=O)C)=O)=O)CO)=O,[Zn]=O,,,,4.317436496535099,10.3390_catal10010110_part_2.txt_¶Î1_Material1
O=C([*])CCCCCN[*],OCC1OC(OC2C(O)C(O)C(O[*])OC2CO)C(O)C(O)C1[*],,,,6.596047007545439,10.1007_s10924-014-0676-5_part_2.txt_¶Î1_Material1
[*]CC(C#N)[*],[*]OCC[*],,,,5.346352974450639,10.1021_acsami.6b00359_part_3.txt_¶Î1_Material2
OCC1OC(C(C(C1O[*])O)O)[*],O=[Si]=O,,,,6.826074802700826,10.1007_s10570-018-2059-x_part_2.txt_¶Î1_Material1
[*]OCC[*],[*]CC(C1=CC=CC=C1)[*],,,,5,10.1021_acs.macromol.7b00789_part_1.txt_¶Î1_Material1
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,[*]O[C@@]([H])(C)C(O[C@](C)([H])C([*])=O)=O,[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,,,6.049218022670182,10.1002_app.51014_part_2.txt_¶Î1_Material3
[*]C1=C2C(OCCO2)=C([*])S1,[*]CC(C1=CC=C(C=C1)S(=O)([O-])=O)[*],,,,5.826074802700826,10.1016_j.polymer.2019.06.002_part_3.txt_¶Î1_Material1
O=C([*])CCCCCN[*],O=C(OOC(=O)C1=CC=CC=C1)C1=CC=CC=C1,,,,6.113943352306837,10.1007_s12221-013-1595-0_part_1.txt_¶Î1_Material3
O=C([*])C(C)O[*],[*]C/C=C/C[*],,,,5.528916700277655,10.1021_ma401508b_part_2.txt_¶Î1_Material2
[*]C1=C(C=CN2)C2=C([*])C(O)=C1O,[Ag],[*]C1=C(C=CN2)C2=C([*])C(O)=C1O,,,6.222378265944956,10.1021_acssuschemeng.0c03098_part_2.txt_¶Î1_Material1
[*]NC(C(O)=O)CCC([*])=O,[*]CC(C1=CC=C(C=C1)S(=O)([O-])=O)[*],,,,5.845098040014257,10.1021_ma201974g_part_1.txt_¶Î1_Material1
[*]C1=C2C(OCCO2)=C([*])S1,,,,,5.342422680822207,10.1088_0964-1726_25_11_115044_part_2.txt_¶Î1_Material1
[*]C(CCCCCO[*])=O,[Ca+2],[*]NC(C)C(N1CCCC1C([*])=O)=O,,,4.012837224705172,10.1021_cm201119q_part_2.txt_¶Î1_Material3
