SMILE A,SMILE B,SMILE C,SMILE D,SMILE E,Tensile Strength (MPa) log10,À´Ô´
[*]C([H])([H])C(O)([H])[*],[*]C1C(OC(C(O)C1O)OC2C(O)C(O)C(OC2C(O[Na])=O)O[*])C(O[Na])=O,,,,1.6989700043360187,10.1007_s10570-013-0124-z_part_2.txt_¶Î1_Material2
C=CC1=CC=CC=C1,[*]C([H])([H])C(O)([H])[*],,,,1.0549958615291417,10.1016_j.carbpol.2021.118448_part_2.txt_¶Î1_Material5
FC(F)([*])C([H])([*])[H],[*]CC(CC(C#N)[*])C1=CC=CC=C1,,,,1.2380461031287957,10.1021_sc500792c_part_3.txt_¶Î1_Material5
[*]CC(C1=CC=CC=C1)[*],[*]C1=C(C=CN2)C2=C([*])C(O)=C1O,,,,1.4329692908744058,10.1002_app.47740_part_2.txt_¶Î1_Material1
[*]C(CCCCCO[*])=O,[*]CC(C1=CC=C(C=C1)S(=O)([O-])=O)[*],,,,1.146128035678238,10.1002_mame.201700463_part_1.txt_¶Î1_Material1
[*]C(NC1=C(C)C(NC(OCCO[*])=O)=CC=C1)=O,C=C(C)C(=O)OCCCC,,,,0.7846172926328754,10.1002_app.34149_part_2.txt_¶Î1_Material1
O=C=NC(C=C1)=CC=C1CC2=CC=C(C=C2)N=C=O,[*]CC[*],,,,1.0718820073061257,10.1002_mame.202000215_part_2.txt_¶Î1_Material2
[*]C(C=C1)=CC=C1S[*],C12=CC3=CC4=CC=CN=C4N=C3N=C1N=C5N=C6N=CC=CC6=CC5=C2,,,,2,10.1080_20550340.2019.1703334_part_3.txt_¶Î1_Material2
[*]C(CCCCCO[*])=O,OP(O)(O)=O,,,,0.290034611362518,10.1002_app.50332_part_2.txt_¶Î1_Material1
[*]C(C)C[*],C=C,,,,1.290034611362518,10.1016_j.addma.2020.101610_part_3.txt_¶Î1_Material2
[*]CC(C#N)[*],C[Si](C)(C[*])O[*],,,,1.0681858617461617,10.1021_acsami.6b09392_part_2.txt_¶Î1_Material1
[*]C1=C(C(C[*])=CC=C1)O,[*]C([H])([H])C(O)([H])[*],,,,1.0773679052841565,10.1002_app.39256_part_1.txt_¶Î1_Material1
[*]C([H])([H])C(O)([H])[*],OC1C(C(OC(C1O)OC2C(OC(C(C2O)O)OC3C(C(C(OC3C(OC)=O)OC4C(OC(C(C4O)O)[*])C(O)=O)O)O)C(OC)=O)C(O)=O)O[*],,,,1.0293837776852095,10.14233_ajchem.2015.19271_part_1.txt_¶Î1_Material3
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,CC(NC1C([C@@H](C(O[C@H]1O[*])CO)O[C@@H]2OC([C@H]([C@@H](C2NC(C)=O)O)[*])CO)O)=O,,,,1.9680157139936416,10.1007_s10570-019-02755-9_part_2.txt_¶Î1_Material3
[*]CC[*],[*]CC1C(C(CO)(C[*])CCC1)=O,,,,0.9030899869919436,10.1016_j.jksus.2021.101547_part_2.txt_¶Î1_Material1
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]C1=CC(C2=NC3=CC(C4=CC=C5N=C([*])NC5=C4)=CC=C3N2)=CC=C1,,,,1.4116197059632305,10.1016_j.jiec.2015.03.022_part_1.txt_¶Î1_Material1
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],[Ni],,,,1.8048206787211625,10.1016_j.carbon.2018.02.001_part_2.txt_¶Î1_Material1
C[Si](C)(C[*])O[*],O=CN(C)C,,,,0.1760912590556812,10.1088_2057-1976_aae1cc_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],C1OC1C[N+]([CH3])([CH3])[CH3].[Cl-],,,,1.4313637641589874,10.1016_j.ijbiomac.2019.10.246_part_3.txt_¶Î1_Material3
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,O=S(C(C=C1)=CC=C1OC(C=C2)=CC=C2C(C)(C)C(C=C3)=CC=C3O[*])(C4=CC=C([*])C=C4)=O,,,,0.8388490907372553,10.1080_10601325.2013.792200_part_2.txt_¶Î1_Material4
O=C([*])C(C)O[*],CCOC(=O)C(O)(CC(=O)OCC)CC(=O)OCC,,,,1.4771212547196624,10.1016_j.ijbiomac.2019.10.246_part_3.txt_¶Î1_Material2
[*]CCC(CCCC(CCCC(C[*])C)C)C,[*]CCC(CCCC(CCCC(C[*])C)C)C,,,,1.5365584425715302,10.1002_app.42040_part_3.txt_¶Î1_Material1
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,FC(F)([*])C([H])([*])[H],,,,1.0453229787866574,10.1007_s10570-017-1421-8_part_2.txt_¶Î1_Material3
C=C([CH3])C(=O)O[CH3],O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],,,,1.64738297011462,10.1590_0104-1428.1924_part_1.txt_¶Î1_Material1
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,O=S(C(C=C1)=CC=C1OC(C=C2)=CC=C2C(C)(C)C(C=C3)=CC=C3O[*])(C4=CC=C([*])C=C4)=O,[*]CC([*])N1CCCC1=O,,,0.5563025007672873,10.2166_wst.2017.122_part_2.txt_¶Î1_Material1
FC(F)([*])C([H])([*])[H],O=C(C1=CC=C2C=C(C=CC2=C1)C([*])=O)OCCO[*],,,,1.545307116465824,10.1177_0954008316632366_part_1.txt_¶Î1_Material1
[*]CC(OC(O[*])=O)C,[*][C@H]1[C@H](O)[C@@H](O)[C@H](OC2C(O)C(OC(C)=O)C(O[*])OC2CO)O[C@@H]1CO,,,,1.4424797690644486,10.1016_j.carbpol.2012.11.058_part_2.txt_¶Î1_Material1
[*]C(NC1=C(C)C(NC(OCCO[*])=O)=CC=C1)=O,[*]C(CCCCCO[*])=O,C[Si](C)(C[*])O[*],,,1.0681858617461617,10.1002_app.46360_part_2.txt_¶Î1_Material1
OP(O)(O)=O,O=C([*])C1=CC=C2C=C(C=CC2=C1)OC(C3=CC=C(C=C3)O[*])=O,,,,1.6989700043360187,10.1002_app.39952_part_2.txt_¶Î1_Material4
C(C)(C1=CC=C(OCC2CO2)C=C1)(C)C1=CC=C(OCC2CO2)C=C1,[*]C1=C(C=CN2)C2=C([*])C(O)=C1O,,,,1.9030899869919435,10.1016_j.polymdegradstab.2019.02.019_part_2.txt_¶Î1_Material1
[*]OCCCOC(C1=CC=C(C([*])=O)C=C1)=O,[*]CC(CC=CCC([*])C1=CC=CC=C1)C#N,,,,1.4563660331290431,10.4028_www.scientific.net_amm.665.348_part_1.txt_¶Î1_Material2
[*]OCCCOC(C1=CC=C(C([*])=O)C=C1)=O,[*]CC(C(OC)=O)(CC(C/C=C/CCC(C1=CC=CC=C1)[*])C#N)C,,,,1.5390760987927767,10.4028_www.scientific.net_amm.665.348_part_1.txt_¶Î1_Material1
[*]C(CCCCCO[*])=O,[Cu],,,,0.5185139398778874,10.1088_1757-899x_1093_1_012004_part_1.txt_¶Î1_Material2
[*]C([H])([H])C(O)([H])[*],CCO[Si](OCC)(OCC)OCC,,,,1.6020599913279625,10.1016_j.seppur.2011.07.020_part_2.txt_¶Î1_Material4
[*]OC1C(C(O)=O)OC(OC2C(NC(C)=O)C([*])OC(CO)C2O)C(O)C1O,[*]O[C@H](C)CC([*])=O,,,,1.6020599913279625,10.1080_10643389.2014.966422_part_1.txt_¶Î1_Material1
O=C([*])CCCCCN[*],[*]CC(CC[*])O,,,,1.6901960800285136,10.1080_03602559.2016.1233280_part_11.txt_¶Î1_Material2
[*]CC(C1=CC=CC=C1)[*],[*]C(CCCCC(OCCCCO[*])=O)=O,,,,1.3617278360175928,10.1515_epoly.2012.12.1.814_part_2.txt_¶Î1_Material6
[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,O=C([*])CCCCCO[*],,,,1.8512583487190752,10.1016_j.eurpolymj.2017.11.040_part_2.txt_¶Î1_Material1
[*]OC(CC(OC(CC([*])=O)CC)=O)C,[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)O[*])CO)CO,,,,1.5587085705331658,10.1002_app.46153_part_1.txt_¶Î1_Material1
[*]CC(C#N)[*],[Li]Cl,,,,1.7009631781595491,10.1002_pen.21989_part_1.txt_¶Î1_Material1
C[Si](C)(C[*])O[*],C(C)(C1=CC=C(OCC2CO2)C=C1)(C)C1=CC=C(OCC2CO2)C=C1,,,,0.2227164711475832,10.1016_j.reactfunctpolym.2020.104537_part_4.txt_¶Î1_Material1
[*]NCCCCCCCCCCCC([*])=O,[*]C(C1=CC=C(C(OCCCCO[*])=O)C=C1)=O,,,,1.6901960800285136,10.1016_j.procir.2018.08.105_part_1.txt_¶Î1_Material2
[*]NC(C)C(N1CCCC1C([*])=O)=O,[*]OC(C(C1O)O)OC(COC)C1OC(OC(C(C2O)OC3OC(C(C(C3OC)O)OC4OC(C(C(C4OC)O)[*])COC)CO)COC)C2OCC(OC)C,,,,1.7505083948513462,10.1016_j.carbpol.2014.11.057_part_2.txt_¶Î1_Material1
[*]CC(C1=CC=CC=C1)[*],[*]C([H])([H])C(O)([H])[*],,,,1.429752280002408,10.1016_j.jfoodeng.2015.06.003_part_1.txt_¶Î1_Material3
[*]OC(CC(OC(CC([*])=O)CC)=O)C,OP(O)(O)=O,,,,1.209515014542631,10.1002_app.46153_part_1.txt_¶Î1_Material6
[*]CC(C1=CC=CC=C1)[*],[*]CC(CC)([*])C(OCC1=CC=CC=C1)=O,,,,1.4471580313422192,10.1016_j.compscitech.2012.03.006_part_1.txt_¶Î1_Material1
[*]C1=C(C(C[*])=CC=C1)O,[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,,,,1.1550322287909702,10.1016_j.agwat.2019.05.020_part_2.txt_¶Î1_Material1
[*]OC1C(C(O)=O)OC(OC2C(NC(C)=O)C([*])OC(CO)C2O)C(O)C1O,[*]C(CCCCCO[*])=O,,,,1.2148438480476975,10.1016_j.molstruc.2016.04.020_part_1.txt_¶Î1_Material1
[*]CC[*],O=C([*])C1=CC=C(C=C1)OC2=CC=C(C=C2)OC3=CC=C(C=C3)[*],,,,1.5670263661590604,10.1007_s00170-009-2507-8_part_2.txt_¶Î1_Material2
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],O=C([*])C1=CC=C(C=C1)OC2=CC=C(C=C2)OC3=CC=C(C=C3)[*],,,,1.4183012913197457,10.1007_s00170-009-2507-8_part_2.txt_¶Î1_Material4
[*]C(NC1=C(C)C(NC(OCCO[*])=O)=CC=C1)=O,CC(CO[*])[*],,,,1.3159703454569178,10.1002_app.47429_part_1.txt_¶Î1_Material2
[*]C(NC1=C(C)C(NC(OCCO[*])=O)=CC=C1)=O,CCCCCCC1=C(SC([*])=C1)[*],,,,1.1271047983648077,10.1016_j.jiec.2017.03.036_part_18.txt_¶Î1_Material2
[*]C(NC1=C(C)C(NC(OCCO[*])=O)=CC=C1)=O,[*]CCC(CCCC(CCCC(C[*])C)C)C,C[Si](C)(C[*])O[*],,,1.2671717284030135,10.1007_s00339-010-6034-0_part_1.txt_¶Î1_Material1
[*]OC(C(C1O)O)OC(COC)C1OC(OC(C(C2O)OC3OC(C(C(C3OC)O)OC4OC(C(C(C4OC)O)[*])COC)CO)COC)C2OCC(OC)C,[*]OCC[*],,,,0.9030899869919436,10.1080_10942912.2016.1219369_part_4.txt_¶Î1_Material1
O=C([*])C(C)O[*],[*]OCCCOC(C1=CC=C(C([*])=O)C=C1)=O,,,,1.790988475088816,10.1002_mame.201900323_part_1.txt_¶Î1_Material1
OP(O)(O)=O,[*][C@H]1[C@H](O)[C@@H](O)[C@H](OC2C(O)C(OC(C)=O)C(O[*])OC2CO)O[C@@H]1CO,,,,1.5440680443502757,10.1016_j.polymdegradstab.2010.01.006_part_1.txt_¶Î1_Material1
[*]CC(C(OC)=O)(CC(C/C=C/CCC(C1=CC=CC=C1)[*])C#N)C,[*]CC(CC(C#N)[*])C1=CC=CC=C1,,,,1.7634279935629371,10.1177_0892705711423953_part_3.txt_¶Î1_Material1
O=C(O[*])CCCCCCCCCCN[*],[*]CC([*])Cl,,,,1.6989700043360187,10.1016_j.polymer.2019.121667_part_2.txt_¶Î1_Material2
C/C(C[*])=C/C[*],[Si],,,,1.089905111439398,10.4028_www.scientific.net_kem.803.361_part_1.txt_¶Î1_Material2
[*]C(CCCCCO[*])=O,[*]CC([*])Cl,,,,1.380211241711606,10.1016_j.polymer.2016.09.079_part_3.txt_¶Î1_Material1
O=C([*])C(C)O[*],[*]OCC1C(C(C(CC1CO)COCC2C(C(C(CC2CO)C[*])O)COCC3C(C(C(C(O3)CO)O)O)COCC4C(C(C(C(O4)C(O)=O)COCC5C(C(C(C(O5)C(O)=O)O)O)O)O)O)O)O,,,,1.3979400086720375,10.1007_s11104-019-04033-w_part_1.txt_¶Î1_Material1
O=C(CCCCC(N(CCCCCCN([*])[H])[H])=O)[*],O=C([*])C1=CC=C2C=C(C=CC2=C1)OC(C3=CC=C(C=C3)O[*])=O,,,,1.7824726241662865,10.1080_00222348.2012.754704_part_1.txt_¶Î1_Material1
[*]CC(OC(O[*])=O)C,[*]CC(C1=CC=CC=C1)C/C=C/C[*],,,,1.3010299956639813,10.1080_03602559.2011.551972_part_2.txt_¶Î1_Material1
OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,FC(F)([*])C([H])([*])[H],,,,1.714329759745233,10.3390_ijms21020632_part_6.txt_¶Î1_Material2
OCC1OC(C(C(C1O)O[*])O)OC2C(C(C(OC2COS(=O)(O)=O)[*])NC(C)=O)O,,,,,0.7558748556724915,10.1007_s11356-020-10491-y_part_2.txt_¶Î1_Material2
C/C(C[*])=C/C[*],CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],,,,1.5786392099680724,10.1002_pi.5361_part_3.txt_¶Î1_Material2
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,[*]CC(C#N)[*],,,,1.1812717715594616,10.1007_s10853-020-04834-w_part_2.txt_¶Î1_Material1
C[Si](O[*])(C)[*],[*]CC[*],,,,1.3979400086720375,10.1002_app.46192_part_2.txt_¶Î1_Material1
[*]C/C=C/C[*],[*]C(C=C1)=CC=C1S[*],,,,1.845098040014257,10.1016_j.eurpolymj.2015.12.012_part_7.txt_¶Î1_Material2
C/C(C[*])=C/C[*],[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,,,,1.14921911265538,10.4028_www.scientific.net_kem.803.361_part_1.txt_¶Î1_Material3
[*]C(NC1=C(C)C(NC(OCCO[*])=O)=CC=C1)=O,[*]CC(OC(O[*])=O)C,,,,1.8325089127062364,10.3390_ma14133497_part_4.txt_¶Î1_Material2
C=C([CH3])C(=O)O[CH3],O=C([*])C1=CC=C(C=C1)OC2=CC=C(C=C2)OC3=CC=C(C=C3)[*],,,,2,10.1007_s42247-022-00392-w_OA_part_1.txt_¶Î1_Material1
OP(O)(O)=O,[*]CC([*])N1CCCC1=O,,,,1.292256071356476,10.1016_j.cherd.2020.10.033_part_7.txt_¶Î1_Material9
[*]CC([*])Cl,[*]CC(C1=CC=CC=C1)[*],,,,1.1643528557844371,10.1016_j.cej.2016.03.060_part_2.txt_¶Î1_Material3
[Mg],[*]C(C)C[*],,,,1.3521825181113625,10.1007_s12613-019-1784-y_part_1.txt_¶Î1_Material1
[*]NC(C(O)=O)CCC([*])=O,O=C([*])C(C)O[*],,,,1.9170326221623928,10.3390_polym13010029_part_2.txt_¶Î1_Material1
[*]CCC(CCCC(CCCC(C[*])C)C)C,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,,,1.968482948553935,10.1016_j.compscitech.2015.07.004_part_4.txt_¶Î1_Material2
C=C([CH3])C(=O)O[CH3],[*]CC(CC(C#N)[*])C1=CC=CC=C1,,,,1.6989700043360187,10.1021_acs.macromol.9b02587_part_1.txt_¶Î1_Material1
[*]C(C)C[*],[*]C1C(OC(C(O)C1O)OC2C(O)C(O)C(OC2C(O[Na])=O)O[*])C(O[Na])=O,,,,1.5289167002776547,10.1007_s10570-020-03635-3_part_3.txt_¶Î1_Material4
[*]C(C=C1)=CC=C1S[*],O=C([*])C(C)O[*],,,,1.0277572046905534,10.1016_j.eurpolymj.2020.109588_part_2.txt_¶Î1_Material2
[*]CC[*],[*]CC([*])N1CCCC1=O,,,,0.6989700043360189,10.1021_acs.iecr.5b00432_part_4.txt_¶Î1_Material1
[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,C[Si](O[*])(C)[*],,,,1.0334237554869496,10.1016_j.matdes.2018.08.017_part_4.txt_¶Î1_Material1
[*][C@H](O[C@@H]1CO)[C@@H](O)[C@@H](O)[C@@H]1O[C@@H]2O[C@@H]([C@@H](O[*])[C@H](O)[C@@H]2O)CO[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O,,,,,1.04296907339318,10.1016_j.ijbiomac.2020.07.061_part_3.txt_¶Î1_Material1
[*]NCC(NC(C(ONCC(NC(C(NCC(NC(C([*])=O)C)=O)=O)C)=O)=O)CO)=O,[*]CC[*],,,,1.3979400086720375,10.1016_j.tibtech.2018.04.004_part_3.txt_¶Î1_Material6
O=C(O[*])CCCCCCCCCCN[*],[*]CC(C1=CC=CC=C1)[*],,,,1.6989700043360187,10.1016_j.polymer.2019.121667_part_2.txt_¶Î1_Material3
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]CC(O)COC1=CC=C(C(C)(C2=CC=C(O[*])C=C2)C)C=C1,,,,1.6989700043360187,10.1007_s00226-020-01211-3_part_1.txt_¶Î1_Material2
CC(NC(C([*])C)=O)C(NC(C)C(NC(C)C(N[*])=O)=O)=O,[*]CC([*])Cl,,,,1.1861083798132053,10.1016_j.polymertesting.2017.07.028_part_2.txt_¶Î1_Material1
OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,O=C1OCCO1,,,,1.845098040014257,10.1016_j.ijbiomac.2018.07.027_part_4.txt_¶Î1_Material1
[*]CC([*])Cl,[*]C1=CC(C2=NC3=CC(C4=CC=C5N=C([*])NC5=C4)=CC=C3N2)=CC=C1,,,,1.6794278966121188,10.1002_app.49693_part_2.txt_¶Î1_Material2
OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,[*]CC([*])Cl,,,,1.2380461031287957,10.1016_j.polymertesting.2017.07.028_part_2.txt_¶Î1_Material4
[*]NCC(NC(C(ONCC(NC(C(NCC(NC(C([*])=O)C)=O)=O)C)=O)=O)CO)=O,O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],,,,1.3979400086720375,10.1016_j.tibtech.2018.04.004_part_3.txt_¶Î1_Material10
[*]CC(CC)([*])C(OCC1=CC=CC=C1)=O,,,,,1.5550944485783191,10.1002_adv.21837_part_2.txt_¶Î1_Material1
O=C(CCCCCCCCCCC(NCCCCCCCCCCN[*])=O)[*],,,,,1.6310376965367404,10.1108_rpj-09-2018-0258_part_1.txt_¶Î1_Material1
CC(NC(C([*])C)=O)C(NC(C)C(NC(C)C(N[*])=O)=O)=O,[*]OC1C(O)C(O)C(OC2C(CO)OC([*])C(O)C2O)OC1CO,,,,1.582063362911709,10.1007_s10570-018-2126-3_part_2.txt_¶Î1_Material2
OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],,,,1.6816029987308685,10.1007_s00289-021-03667-0_part_3.txt_¶Î1_Material2
[*]CC(C#N)[*],[*]CC([*])N1CCCC1=O,,,,0.5599066250361125,10.3390_polym12102378_part_2.txt_¶Î1_Material1
[*]C(C)C[*],[*]CC(C1=CC=CC=C1)C/C=C/C[*],,,,1.2895889525425968,10.1016_j.commatsci.2015.09.053_part_1.txt_¶Î1_Material6
[*]C(NC1=C(C)C(NC(OCCO[*])=O)=CC=C1)=O,O=C([*])CCCCCCCCCCC(NCCCCCCN[*])=O,,,,1.568201724066995,10.1080_1023666x.2017.1312746_part_3.txt_¶Î1_Material1
[*]C(C)C[*],[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,,,,1.4913616938342726,10.1080_10889868.2018.1516620_part_2.txt_¶Î1_Material1
[*][C@H]1[C@H](O)[C@@H](O)[C@H](OC2C(O)C(OC(C)=O)C(O[*])OC2CO)O[C@@H]1CO,OP(O)(O)=O,,,,1.3424226808222062,10.1007_s10965-016-1165-4_part_2.txt_¶Î1_Material1
CC(C=C([*])C=C1C)=C1O[*],,,,,1.568201724066995,10.1039_c3py00005b_part_1.txt_¶Î1_Material9
O=C([*])C(C)O[*],[*]C1=C2C(OCCO2)=C([*])S1,,,,1.6720978579357175,10.1002_adem.202100002_part_1.txt_¶Î1_Material1
[*]CC([*])N1CCCC1=O,O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],,,,1.1038037209559568,10.1016_j.jcis.2019.06.020_part_4.txt_¶Î1_Material1
FC(F)([*])C([H])([*])[H],OP(O)(O)=O,,,,1.7966437037851164,10.1016_j.polymdegradstab.2019.109058_part_3.txt_¶Î1_Material1
O=C([*])C(C)O[*],COC(C(C[*])([*])C)=O,[*]C(CCCCC(OCCCCO[*])=O)=O,,,1.4913616938342726,10.1002_adv.21632_part_2.txt_¶Î1_Material1
O=C([*])C(C)O[*],[*]OCC[*],[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,,,1.4913616938342726,10.1002_app.51300_part_2.txt_¶Î1_Material1
O=C([*])C(C)O[*],[Zn]=O,[*]OC1C(C(O)=O)OC(OC2C(NC(C)=O)C([*])OC(CO)C2O)C(O)C1O,[Zn]=O,,1.7944880466591695,10.1002_fam.2274_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],O=C([*])C(C)O[*],[Ag],[Cu]=O,,1.9847972570892929,10.1002_mame.202000244_part_2.txt_¶Î1_Material2
O=C([*])C(C)O[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]C(C)C[*],CC1=CC=C(C=C1N=C=O)N=C=O,OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,1.4116197059632305,10.1002_pat.3506_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]C(C)C[*],OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,,1.434568904034199,10.1002_pat.3506_part_1.txt_¶Î1_Material2
O=C([*])C(C)O[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]C(C)C[*],CC1=CC=C(C=C1N=C=O)N=C=O,,1.404833716619938,10.1002_pat.3506_part_1.txt_¶Î1_Material3
O=C([*])C(C)O[*],[*]C/C=C(C[*])\Cl,,,,1.4899584794248346,10.1002_pat.4274_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],[H][O-],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]CC(C1=CC=CC=C1)[*],,1.57978359661681,10.1002_pc.21165_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],[H][O-],[*]CC(C1=CC=CC=C1)[*],,,1.1646502159342969,10.1002_pc.21165_part_2.txt_¶Î1_Material1
O=C([*])C(C)O[*],[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)O[*])CO)CO,[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)O[*])CO)CO,[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)O[*])CO)CO,,1.5083950331330531,10.1002_pc.21241_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,,1.505149978319906,10.1002_pc.23809_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],[H][O-],[H]OO[H],,,1.1903316981702914,10.1002_pc.24041_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],[*]OC1OC(CO)C(OC2C(O)C(O)C([*])C(CO)O2)C(O)C1O,[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,[*]NCC(NC(C(ONCC(NC(C(NCC(NC(C([*])=O)C)=O)=O)C)=O)=O)CO)=O,,1.3010299956639813,10.1002_pc.24041_part_3.txt_¶Î1_Material1
O=C([*])C(C)O[*],[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,[*]C/C=C(C[*])\Cl,,,1.6812412373755872,10.1002_pc.24122_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,[*]OC1C(C(O)=O)OC(OC2C(NC(C)=O)C([*])OC(CO)C2O)C(O)C1O,,,1.4548448600085102,10.1002_pen.24711_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,C1OC1C[N+]([CH3])([CH3])[CH3].[Cl-],,1.845098040014257,10.1002_pen.25560_part_2.txt_¶Î1_Material1
O=C([*])C(C)O[*],O=C([*])C(C)O[*],C1OC1C[N+]([CH3])([CH3])[CH3].[Cl-],,,1.6263403673750425,10.1002_pen.25560_part_3.txt_¶Î1_Material1
O=C([*])C(C)O[*],[*]C(CCCCCO[*])=O,O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],,,1.505149978319906,10.1002_polb.23237_part_1.txt_¶Î1_Material1
