SMILE A,SMILE B,SMILE C,SMILE D,SMILE E,Elongation at Break (%) log10,À´Ô´
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,[*]C/C=C/CCC([*])C#N,,,,2.672097857935717,10.1007_s13233-014-2077-y_part_1.txt_¶Î1_Material3
[*]C([H])([H])C(O)([H])[*],[*]OCC[*],[*]OCC[*],,,2.6020599913279625,10.3390_polym9120655_part_2.txt_¶Î1_Material1
[*]CC(C1=CC=CC=C1)[*],[*]C(C)C[*],,,,2.089905111439398,10.3390_su12135272_part_3.txt_¶Î1_Material4
OP(O)(O)=O,[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,,,,2.959041392321093,10.1016_j.proche.2016.03.034_part_1.txt_¶Î1_Material1
[*]OCC[*],[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,,,,1.7634279935629371,10.1088_1748-605x_aaf31b_part_2.txt_¶Î1_Material1
FC(F)(C(F)(C(F)(C(F)(C(F)([*])F)F)C(F)(F)F)F)C[*],[*]C(NC1=C(C)C(NC(OCCO[*])=O)=CC=C1)=O,,,,2.699143687394484,10.1177_147776061202800202_part_4.txt_¶Î1_Material1
[*]C(CCCCCO[*])=O,O=C([*])CCCCCO[*],,,,1.8195439355418688,10.1002_app.34728_part_1.txt_¶Î1_Material1
OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,[*]OC1C(C(OC(C1O)OC2C3C(C(OC2CO3)[*])O)CO)O,,,,1.38524868240322,10.1155_2012_285318_part_1.txt_¶Î1_Material1
[*]CC(C#N)[*],[*]C1=CC=C(C=C1)C(N[*])=O,,,,1.1760912590556811,10.1021_ie400636z_part_1.txt_¶Î1_Material1
[*]OC1C(C(O)=O)OC(OC2C(NC(C)=O)C([*])OC(CO)C2O)C(O)C1O,[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,,,,1.0655797147284485,10.1002_app.32095_part_2.txt_¶Î1_Material4
[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,[*]C(C1=CC=C(C(OCCCCO[*])=O)C=C1)=O,,,,2.204119982655925,10.1016_j.eurpolymj.2013.06.038_part_2.txt_¶Î1_Material1
O=C(C(C[*])[*])N,O=C(O[Na])COCC(OC(C(C1O)O)[*])C1OC(C(C(C2O[*])O)O)OC2COCC(O[Na])=O,,,,3.035829825252828,10.1016_j.carbpol.2019.115051_part_5.txt_¶Î1_Material1
[*]C(CCCCCO[*])=O,[*]CC(CC(C=C)([*])C)C1=CC=CC=C1,,,,2.2192176570229067,10.1177_1740349912450828_part_2.txt_¶Î1_Material4
[*]CC(CCCC(CC)CC([*])C1=CC=CC=C1)C2=CC=CC=C2,[*]C(NC1=C(C)C(NC(OCCO[*])=O)=CC=C1)=O,,,,2.9041743682841634,10.1016_j.polymer.2019.03.035_part_2.txt_¶Î1_Material1
O=C([*])C(C)O[*],[*]CC(C(OCC)=O)[*],,,,2,10.1002_app.36842_part_1.txt_¶Î1_Material3
[*]CC([*])Cl,O=C([*])C(C)O[*],,,,0.7041505168397991,10.1002_pen.21867_part_1.txt_¶Î1_Material3
[*]CCCC[*],[*]OCC[*],,,,2.14921911265538,10.1002_pi.4795_part_2.txt_¶Î1_Material1
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,O=C(CCCCCCCCCCC(NCCCCCCCCCCCCN[*])=O)[*],,,,2.716003343634799,10.1002_app.34483_part_2.txt_¶Î1_Material1
[*]CC(O)COC(CCCCCCCCC(O[*])=O)=O,[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,,,,1.3979400086720375,10.1016_j.actbio.2015.03.004_part_1.txt_¶Î1_Material1
[*]N1C(C2=CC3=C(C=C2C1=O)C(N(C3=O)C4=CC=C(C=C4)OC5=CC=C(C=C5)[*])=O)=O,[C],,,,0.7993405494535817,10.1002_pc.22886_part_1.txt_¶Î1_Material1
O=C([*])C(C)O[*],OC1C(O)C([*])OC(COC2C(O)C(O)C(O)C(CO)O2)C1OC3C(O)C(O)C(CO[*])C(CO)O3,,,,1.2612628687924936,10.1016_j.colsurfa.2021.126659_part_1.txt_¶Î1_Material1
[*]C([H])([H])C(O)([H])[*],[*]OCC[*],O=S([CH3])[CH3],,,2.6989700043360187,10.1002_app.34678_part_2.txt_¶Î1_Material1
O=C(CCCCC(N(CCCCCCN([*])[H])[H])=O)[*],C[Si](C)(C[*])O[*],,,,1.2695129442179165,10.3390_polym11111735_part_1.txt_¶Î1_Material1
[*]C/C=C/C[*],[*]CC[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,,1.57978359661681,10.1007_s00289-013-1024-y_part_2.txt_¶Î1_Material2
[*]CC(C1=CC=CC=C1)[*],[*]CC(CC=CCC([*])C1=CC=CC=C1)C#N,,,,0.9637878273455552,10.1002_polb.22202_part_2.txt_¶Î1_Material2
[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,OCC1O[C@H](C(C([C@@H]1O)O)O)O,,,,1.7781512503836436,10.1080_03602559.2010.496422_part_1.txt_¶Î1_Material2
[*]C(NC1=C(C)C(NC(OCCO[*])=O)=CC=C1)=O,CC[C@H](C)[C@H](NC(=O)[C@H](CC(C)C)NC(C)=O)C(=O)NCC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)NC)C(C)C,,,,2,10.1021_acs.biomac.5b01681_part_2.txt_¶Î1_Material1
[*]NC(C(O)=O)CCC([*])=O,[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,,,,1.505149978319906,10.2147_ijn.s24312_part_1.txt_¶Î1_Material2
O=C([*])CCCCCN[*],O=C(C(C[*])[*])N,,,,2.380211241711606,10.3390_ma14040751_part_2.txt_¶Î1_Material5
[*]CCCC([*])OC(C)=O,[*]C(C)C[*],,,,2.5060989599284405,10.1002_app.47557_part_2.txt_¶Î1_Material1
[*]CC([*])Cl,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]CC([*])N1CCCC1=O,,,1.0413926851582251,10.1002_app.50312_part_2.txt_¶Î1_Material1
FC(F)(C(F)(C(F)(C(F)(C(F)([*])F)F)C(F)(F)F)F)C[*],OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,,,,2.678518379040114,10.1002_pc.25061_part_2.txt_¶Î1_Material1
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],,,,1.2576785748691846,10.29235_1561-8323-2019-63-1-121-128_OA_part_2.txt_¶Î1_Material1
[*]C(C(OC(CO[*])=O)C)=O,[*]C(NC1=C(C)C(NC(OCCO[*])=O)=CC=C1)=O,,,,2.3010299956639813,10.2478_s11696-013-0438-1_part_1.txt_¶Î1_Material1
[*]NCC(NC(C(ONCC(NC(C(NCC(NC(C([*])=O)C)=O)=O)C)=O)=O)CO)=O,[*]C(C)C[*],,,,1,10.4028_www.scientific.net_amr.796.126_part_2.txt_¶Î1_Material1
[*]C(C(OC(CO[*])=O)C)=O,[Cu],,,,2.361727836017593,10.1088_1757-899x_1093_1_012004_part_1.txt_¶Î1_Material1
[*]C(CCCCCO[*])=O,OCC1OC(OC2C(O)C(O)C(O[*])OC2CO)C(O)C(O)C1[*],,,,1.6794278966121188,10.3390_ma13173853_part_3.txt_¶Î1_Material1
[*]CC(C1=CC=CC=C1)[*],[C],,,,0.3222192947339193,10.1016_j.polymertesting.2021.107132_part_1.txt_¶Î1_Material3
[*]CC(CCCC(CC)CC([*])C1=CC=CC=C1)C2=CC=CC=C2,O=C([*])C(C)O[*],,,,0.8808135922807914,10.1002_app.33412_part_2.txt_¶Î1_Material1
[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)O[*])CO)CO,[*]OCC[*],,,,1.0195316845312554,10.32802_asmscj.2021.571_OA_part_2.txt_¶Î1_Material1
[*]CC(CC(C#N)[*])C1=CC=CC=C1,[*]C(C)C[*],,,,1.1038037209559568,10.1186_s13065-018-0447-9_part_2.txt_¶Î1_Material1
[*]CC(C#N)[*],[Ag],,,,1.5014700721004122,10.1007_s00289-022-04311-1_OA_part_3.txt_¶Î1_Material1
[*]CC(C(CCC)=O)([*])C,,,,,1.2787536009528289,10.1016_j.polymer.2017.09.010_part_2.txt_¶Î1_Material5
[*]C(CCCCC(OCCCCO[*])=O)=O,[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,,,,2.6893088591236203,10.1016_j.polymer.2018.01.058_part_1.txt_¶Î1_Material1
O=C([*])CCCCCN[*],Cl[Ca]Cl,,,,1.7007037171450194,10.1002_app.33763_part_2.txt_¶Î1_Material1
[*]CC(O)COC(CCCCCCCCC(O[*])=O)=O,[*]CC(O)COC(CCCCCCCCC(O[*])=O)=O,,,,1.6989700043360187,10.1039_c7tb01078h_part_4.txt_¶Î1_Material1
[*]CC(C#N)[*],C12[Si]34C15C3C425,,,,1.0659529803138696,10.1016_j.polymdegradstab.2018.10.020_part_2.txt_¶Î1_Material2
[*]C([H])([H])C(O)([H])[*],[*]C1C(OC(C(O)C1O)OC2C(O)C(O)C(OC2C(O[Na])=O)O[*])C(O[Na])=O,,,,1.6812412373755872,10.1007_s10570-013-0124-z_part_2.txt_¶Î1_Material2
[*][C@H]1[C@H](O)[C@@H](O)[C@H](OC2C(O)C(OC(C)=O)C(O[*])OC2CO)O[C@@H]1CO,,,,,1.5010592622177514,10.1002_app.30984_part_2.txt_¶Î1_Material1
O=C([*])C(C)O[*],O=C(CCCCCCCCCCC(NCCCCCCCCCCN[*])=O)[*],,,,1.812913356642856,10.1002_app.48440_part_2.txt_¶Î1_Material2
C=CC1=CC=CC=C1,[*]C([H])([H])C(O)([H])[*],,,,1.5449357658815026,10.1016_j.carbpol.2021.118448_part_2.txt_¶Î1_Material5
O=C([*])C(C)O[*],[*]CC(O)COC1=CC=C(C(C)(C2=CC=C(O[*])C=C2)C)C=C1,,,,0.5865873046717549,10.3390_polym13091369_part_5.txt_¶Î1_Material2
[*]C(CCCCCO[*])=O,[*]CC(C1=CC=C(C=C1)S(=O)([O-])=O)[*],,,,2.6020599913279625,10.1002_mame.201700463_part_1.txt_¶Î1_Material1
[*]C(NC1=C(C)C(NC(OCCO[*])=O)=CC=C1)=O,C=C(C)C(=O)OCCCC,,,,2.397244581010386,10.1002_app.34149_part_2.txt_¶Î1_Material1
[*]C(C=C1)=CC=C1S[*],C12=CC3=CC4=CC=CN=C4N=C3N=C1N=C5N=C6N=CC=CC6=CC5=C2,,,,0.6989700043360189,10.1080_20550340.2019.1703334_part_3.txt_¶Î1_Material2
[*]C(CCCCCO[*])=O,OP(O)(O)=O,,,,2.3847117429382823,10.1002_app.50332_part_2.txt_¶Î1_Material1
[*]CC(C#N)[*],C[Si](C)(C[*])O[*],,,,1.8802417758954804,10.1021_acsami.6b09392_part_2.txt_¶Î1_Material1
[*]OCC[*],[*]CC(C#N)[*],,,,1.4867137759824856,10.1002_vnl.21576_part_2.txt_¶Î1_Material1
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]C1=CC(C2=NC3=CC(C4=CC=C5N=C([*])NC5=C4)=CC=C3N2)=CC=C1,,,,1.4941545940184429,10.1016_j.jiec.2015.03.022_part_1.txt_¶Î1_Material1
OCC1OC(C(C(C1O)O[*])O)OC2C(C(C(OC2COS(=O)(O)=O)[*])NC(C)=O)O,[*]C(CCCCCO[*])=O,,,,1.6720978579357175,10.1002_pen.23928_part_1.txt_¶Î1_Material1
[*]C([H])([H])C(O)([H])[*],[*]C1OC2COC(C2OC3C(C(C(C(C3)CO)OS(=O)([O-])=O)O[*])O)C1OS(=O)([O-])=O,,,,1.2405492482825995,10.1016_j.foodhyd.2017.04.017_part_1.txt_¶Î1_Material5
C=C([CH3])C(=O)O[CH3],O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],,,,2.017867718963505,10.1590_0104-1428.1924_part_1.txt_¶Î1_Material1
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,O=S(C(C=C1)=CC=C1OC(C=C2)=CC=C2C(C)(C)C(C=C3)=CC=C3O[*])(C4=CC=C([*])C=C4)=O,[*]CC([*])N1CCCC1=O,,,1.1072099696478683,10.2166_wst.2017.122_part_2.txt_¶Î1_Material1
[*]CC(OC(O[*])=O)C,[*][C@H]1[C@H](O)[C@@H](O)[C@H](OC2C(O)C(OC(C)=O)C(O[*])OC2CO)O[C@@H]1CO,,,,2.0681858617461617,10.1016_j.carbpol.2012.11.058_part_2.txt_¶Î1_Material1
[*]C(NC1=C(C)C(NC(OCCO[*])=O)=CC=C1)=O,[*]C(CCCCCO[*])=O,C[Si](C)(C[*])O[*],,,2.3729120029701067,10.1002_app.46360_part_2.txt_¶Î1_Material1
OP(O)(O)=O,O=C([*])C1=CC=C2C=C(C=CC2=C1)OC(C3=CC=C(C=C3)O[*])=O,,,,0.8363241157067517,10.1002_app.39952_part_2.txt_¶Î1_Material4
[*]CC(C#N)[*],[*]C1=CC=C([*])N1,,,,1.4653828514484182,10.1002_app.36552_part_2.txt_¶Î1_Material1
O=C(C1=CC=C(C=C1)C([*])=O)NC2=CC=C(C=C2)N[*],,,,,1.235528446907549,10.1002_pc.24346_part_2.txt_¶Î1_Material2
[*]C(CCCCCO[*])=O,[Cu],,,,2.9138138523837167,10.1088_1757-899x_1093_1_012004_part_1.txt_¶Î1_Material2
[*]C([H])([H])C(O)([H])[*],CCO[Si](OCC)(OCC)OCC,,,,2,10.1016_j.seppur.2011.07.020_part_2.txt_¶Î1_Material4
OC1C(C(OC(C1O)OC2C(OC(C(C2O)O)OC3C(C(C(OC3C(OC)=O)OC4C(OC(C(C4O)O)[*])C(O)=O)O)O)C(OC)=O)C(O)=O)O[*],OCC(O)CO,,,,1.4771212547196624,10.1111_ijfs.13183_part_1.txt_¶Î1_Material2
[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,[Ag],,,,1.1205739312058498,10.3390_nano9111523_part_3.txt_¶Î1_Material2
[*]CCCCOCCCCOCCCCOCCCCO[*],C[Si](C)(C[*])O[*],,,,2.201397124320452,10.1002_pc.22212_part_1.txt_¶Î1_Material2
OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,[*]C1=C(C=CN2)C2=C([*])C(O)=C1O,,,,1.591064607026499,10.1016_j.carbpol.2020.116524_part_4.txt_¶Î1_Material1
[*]CC(C#N)[*],[Li]Cl,,,,1.9161906599805376,10.1002_pen.21989_part_1.txt_¶Î1_Material1
[*]CC(C#N)[*],[Na+].[Cl-],,,,0.7481880270062004,10.1002_app.50756_part_2.txt_¶Î1_Material1
C[Si](C)(C[*])O[*],C(C)(C1=CC=C(OCC2CO2)C=C1)(C)C1=CC=C(OCC2CO2)C=C1,,,,2.4679039465228003,10.1016_j.reactfunctpolym.2020.104537_part_4.txt_¶Î1_Material1
[*]CC(CC=CCC([*])C1=CC=CC=C1)C#N,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,,,1.3010299956639813,10.1016_j.compositesb.2019.107291_part_3.txt_¶Î1_Material1
[*]NC(C)C(N1CCCC1C([*])=O)=O,[*]OC(C(C1O)O)OC(COC)C1OC(OC(C(C2O)OC3OC(C(C(C3OC)O)OC4OC(C(C(C4OC)O)[*])COC)CO)COC)C2OCC(OC)C,,,,1.1931245983544616,10.1016_j.carbpol.2014.11.057_part_2.txt_¶Î1_Material1
[*]CC(C1=CC=CC=C1)[*],[*]C([H])([H])C(O)([H])[*],,,,1.6020599913279625,10.1016_j.jfoodeng.2015.06.003_part_1.txt_¶Î1_Material3
O=C([*])CCCCCO[*],[*]NCC(NC(C(ONCC(NC(C(NCC(NC(C([*])=O)C)=O)=O)C)=O)=O)CO)=O,,,,1.6748611407378116,10.3233_bme-151293_part_1.txt_¶Î1_Material1
[*]CC(C1=CC=CC=C1)[*],[*]CC(CC)([*])C(OCC1=CC=CC=C1)=O,,,,1,10.1016_j.compscitech.2012.03.006_part_1.txt_¶Î1_Material1
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]C1=C(C(C[*])=CC=C1)O,,,,1.167317334748176,10.1007_s10570-012-9815-0_part_2.txt_¶Î1_Material2
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],O=C([*])C1=CC=C(C=C1)OC2=CC=C(C=C2)OC3=CC=C(C=C3)[*],,,,2.463892988985908,10.1007_s00170-009-2507-8_part_2.txt_¶Î1_Material4
[*]C(NC1=C(C)C(NC(OCCO[*])=O)=CC=C1)=O,CC(CO[*])[*],,,,2.322260654143684,10.1002_app.47429_part_1.txt_¶Î1_Material2
OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,[*]CC(C#N)[*],,,,0.7355988996981799,10.1021_ma400681v_part_2.txt_¶Î1_Material1
[*]CCN[*],OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,,,,1.7481880270062005,10.1016_j.compositesb.2016.09.048_part_4.txt_¶Î1_Material1
C/C(C[*])=C/C[*],[*]CC[*],,,,2.7781512503836434,10.1007_s10118-016-1794-4_part_1.txt_¶Î1_Material1
[*]C1C(O)C(O)C(OC2C(O)C(O)C(O[*])OC2COCCO)OC1COCCO,[*]OCC[*],,,,1.5314789170422551,10.1080_10942912.2016.1219369_part_4.txt_¶Î1_Material4
[*]OC(C(C1O)O)OC(COC)C1OC(OC(C(C2O)OC3OC(C(C(C3OC)O)OC4OC(C(C(C4OC)O)[*])COC)CO)COC)C2OCC(OC)C,[*]OCC[*],,,,0.9030899869919436,10.1080_10942912.2016.1219369_part_4.txt_¶Î1_Material1
[*]OC1C(C(OC(C1O)OC2C3C(C(OC2CO3)[*])O)CO)O,[*]OC1C(O)C(O)C(OC2C(OC(C(CO)O)=O)C(OC3C(O)C(O)C(OC4C(O)C(O)C(O[*])OC4CO)OC3C(O)=O)OC(CO)C2O)OC1C,,,,1.4313637641589874,10.1007_s10570-015-0712-1_part_1.txt_¶Î1_Material1
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]CC(C1=CC=CC=C1)[*],,,,1.1495270137543478,10.1007_s10570-014-0220-8_part_2.txt_¶Î1_Material3
[*]C1=C(O)C(C(C)(C)C)=C(O)C(C)=C1SS[*],[*]CCCC([*])OC(C)=O,,,,2.096910013008056,10.3390_ma13204669_part_3.txt_¶Î1_Material1
[*]C(CCCCCO[*])=O,[*]CC(OC(O[*])=O)C,,,,1.921686475483602,10.3390_membranes11010026_part_2.txt_¶Î1_Material2
O=C(O[*])CCCCCCCCCCN[*],[*]CC([*])Cl,,,,1.6989700043360187,10.1016_j.polymer.2019.121667_part_2.txt_¶Î1_Material2
[*]C(CCCCCO[*])=O,[*]CC([*])Cl,,,,2.716003343634799,10.1016_j.polymer.2016.09.079_part_3.txt_¶Î1_Material1
C[Si](C)(C[*])O[*],[K+].[OH-],,,,1.6532125137753435,10.31031_rdms.2020.13.000820_OA_part_1.txt_¶Î1_Material1
OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,FC(F)([*])C([H])([*])[H],,,,1.4409090820652175,10.3390_ijms21020632_part_6.txt_¶Î1_Material2
C[Si](C)(C[*])O[*],[*]CC(C1=CC=CC=C1)[*],,,,2.582063362911709,10.1002_app.34319_part_2.txt_¶Î1_Material1
O=C([*])C1=CC=C(C=C1)OC2=CC=C(C=C2)OC3=CC=C(C=C3)[*],O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],,,,2.3010299956639813,10.1007_s00170-009-2507-8_part_2.txt_¶Î1_Material3
C[Si](C)(C[*])O[*],[*]CC(C)(C(OCCO)=O)[*],,,,2.3010299956639813,10.31031_rdms.2020.13.000820_OA_part_2.txt_¶Î1_Material2
[*]CC([*])Cl,[*]CC(C1=CC=CC=C1)[*],,,,2.0791812460476247,10.1016_j.cej.2016.03.060_part_2.txt_¶Î1_Material3
OCC1OC(C(C(C1O[*])O)O)[*],O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],,,,1.4548448600085102,10.1108_rjta-17-01-2013-b013_part_1.txt_¶Î1_Material1
[*]C(C=C1)=CC=C1S[*],OC1=C2C(C3(O)C4C5C6=C7C8C(C9=CC(C(O)=O)=C(C=C(C=C%10C(O)=O)C%11%12)C(C%11=C%13C%14C%15%16C%17(O%16)C%18C%19=C%20C%21=C%22C(C(O)=C%23)=C%24C%25C%21=C%26C%19=C%27C%17=C%28C%14(O)C%12=C%10C=C%28CC%27=CC%26=CC%25=C(C(O)=O)C=C%24)C9=C7C%13(O)C5=C%15C3=C%18C%29%30C%20(O%30)C%31C%22C%23=C%32)=CC(C(O)=O)=CC8=CC6=C(C(O)=O)C4=C2)=C%29C%33=C%31C%32=C(C(O)=O)C=C%331,,,,1.4771212547196624,10.1007_s13233-020-8038-8_part_2.txt_¶Î1_Material1
OC1C(C(OC(C1O)OC2C(OC(C(C2O)O)OC3C(C(C(OC3C(OC)=O)OC4C(OC(C(C4O)O)[*])C(O)=O)O)O)C(OC)=O)C(O)=O)O[*],[Li]Cl,,,,1.4771212547196624,10.1016_j.vacuum.2018.10.043_part_2.txt_¶Î1_Material1
[*]C(C)C[*],[*]NCCCCCCCCCCCC([*])=O,,,,1.6720978579357175,10.1002_pen.24631_part_2.txt_¶Î1_Material1
O=C(C(C[*])[*])N,CCCCCCCCCCCCOS([O-])(=O)=O.[Na+],,,,2.845098040014257,10.1016_j.polymer.2016.01.069_part_2.txt_¶Î1_Material1
C[Si](C)(C[*])O[*],[*]OC(C1=CC=C(C(OCCCCOC(CCCCC([*])=O)=O)=O)C=C1)=O,,,,1.6989700043360187,10.1016_j.bios.2018.08.037_part_4.txt_¶Î1_Material1
[*]C(C=C1)=CC=C1S[*],O=C([*])C(C)O[*],,,,1.0060379549973173,10.1016_j.eurpolymj.2020.109588_part_2.txt_¶Î1_Material2
[*]CC([*])N1CCCC1=O,[Ag],,,,1.2041199826559248,10.1007_s00289-014-1163-9_part_2.txt_¶Î1_Material1
[*]CC(C1=CC=CC=C1)[*],[*]C(NC1=C(C)C(NC(OCCO[*])=O)=CC=C1)=O,,,,2.1760912590556813,10.1016_j.polymer.2020.123129_part_8.txt_¶Î1_Material1
O=C(O[*])CCCCCCCCCCN[*],[*]CC(C1=CC=CC=C1)[*],,,,1.6989700043360187,10.1016_j.polymer.2019.121667_part_2.txt_¶Î1_Material3
[*]C(C=C1)=CC=C1S[*],C=C([CH3])C(=O)OC([CH3])[CH3],,,,0.9703468762300932,10.1016_j.eurpolymj.2020.109588_part_1.txt_¶Î1_Material1
OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,O=C([*])C(C)O[*],,,,1.3979400086720375,10.1163_156855411x610232_part_6.txt_¶Î1_Material6
[*]CC([*])Cl,O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],,,,1.6232492903979006,10.1016_j.memsci.2017.04.011_part_2.txt_¶Î1_Material1
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,[*]CC(C1=CC=CC=C1)[*],,,,1.978910577175572,10.1007_s11581-019-02940-7_part_2.txt_¶Î1_Material2
[*]CC(C#N)[*],[*]CC(C1=CC=CC=C1)[*],,,,1.6339731557896735,10.1007_s11581-019-02940-7_part_2.txt_¶Î1_Material1
CC(NC(C([*])C)=O)C(NC(C)C(NC(C)C(N[*])=O)=O)=O,[*]OC1C(O)C(O)C(OC2C(CO)OC([*])C(O)C2O)OC1CO,,,,0.9867717342662448,10.1007_s10570-018-2126-3_part_2.txt_¶Î1_Material2
OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],,,,0.8518696007297664,10.1007_s00289-021-03667-0_part_3.txt_¶Î1_Material2
C[Si](C)(C[*])O[*],O=C=NC(C=C1)=CC=C1CC2=CC=C(C=C2)N=C=O,,,,2.845098040014257,10.1016_j.eurpolymj.2018.02.029_part_6.txt_¶Î1_Material1
[*][C@H]1[C@H](O)[C@@H](O)[C@H](OC2C(O)C(OC(C)=O)C(O[*])OC2CO)O[C@@H]1CO,OP(O)(O)=O,,,,1.9493900066449128,10.1007_s10965-016-1165-4_part_2.txt_¶Î1_Material1
CC(C=C([*])C=C1C)=C1O[*],,,,,2,10.1039_c3py00005b_part_1.txt_¶Î1_Material9
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]OC1C(C(O)=O)OC(OC2C(NC(C)=O)C([*])OC(CO)C2O)C(O)C1O,,,,0.7708520116421442,10.1007_s10570-019-02924-w_part_2.txt_¶Î1_Material1
FC(F)([*])C([H])([*])[H],[*]CCCC([*])OC(C)=O,,,,2.6910814921229687,10.1179_1743289813y.0000000055_part_2.txt_¶Î1_Material1
[*]CC([*])N1CCCC1=O,O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],,,,1.688419822002711,10.1016_j.jcis.2019.06.020_part_4.txt_¶Î1_Material1
[*]C(OCCCO[*])=O,,,,,2.361727836017593,10.1039_c8cs00161h_part_1.txt_¶Î1_Material10
O=C([*])C(C)O[*],COC(C(C[*])([*])C)=O,[*]C(CCCCC(OCCCCO[*])=O)=O,,,1.5211380837040362,10.1002_adv.21632_part_2.txt_¶Î1_Material1
